"date","siteID","gcc_90","rcc_90","gcc_sd","rcc_sd","radiation","max_temp","min_temp","precip"
2016-09-24,"BART",NA,NA,NA,NA,13.4474736275,16.47,2.7,0
2016-09-25,"BART",NA,NA,NA,NA,12.9309918516,14.7,1.62,0
2016-09-26,"BART",NA,NA,NA,NA,11.253955947,16.9,-0.49,4.31
2016-09-27,"BART",NA,NA,NA,NA,10.77551151,19.65,2.81,2.68
2016-09-28,"BART",NA,NA,NA,NA,8.6019458176,16.65,8.28,0
2016-09-29,"BART",NA,NA,NA,NA,11.3990410765,17.33,5.38,0
2016-09-30,"BART",NA,NA,NA,NA,11.8460722275,17,4.16,0.27
2016-10-01,"BART",NA,NA,NA,NA,9.4046594832,15.3,5.76,1.62
2016-10-02,"BART",NA,NA,NA,NA,4.8658417092,12.98,8.46,0
2016-10-03,"BART",NA,NA,NA,NA,6.7197713249,17.48,8.44,2.9
2016-10-04,"BART",NA,NA,NA,NA,9.104292096,17.01,7.73,0
2016-10-05,"BART",NA,NA,NA,NA,11.94467634,19.12,5.11,0
2016-10-06,"BART",NA,NA,NA,NA,13.0962592435,21.91,3.96,0
2016-10-07,"BART",NA,NA,NA,NA,12.8579497354,23.4,4.98,0
2016-10-08,"BART",NA,NA,NA,NA,11.6344468709,19.85,4.85,0
2016-10-09,"BART",NA,NA,NA,NA,5.4848172352,13.2,5.51,2.43
2016-10-10,"BART",NA,NA,NA,NA,8.9141565261,11.96,2.12,0
2016-10-11,"BART",NA,NA,NA,NA,12.3585734124,17.28,-1.02,0
2016-10-12,"BART",NA,NA,NA,NA,12.2538256938,19.42,0.34,0
2016-10-13,"BART",NA,NA,NA,NA,8.5417031658,18.03,2.14,2.65
2016-10-14,"BART",NA,NA,NA,NA,10.2560240352,13.57,0.22,0
2016-10-15,"BART",NA,NA,NA,NA,11.3533183764,13.32,-3.41,0
2016-10-16,"BART",NA,NA,NA,NA,8.8698967039,17.06,-2.04,2.15
2016-10-17,"BART",NA,NA,NA,NA,10.926470925,20.82,3.23,0
2016-10-18,"BART",NA,NA,NA,NA,6.1795045144,16.28,8.76,0
2016-10-19,"BART",NA,NA,NA,NA,8.5079004745,19.89,8.03,0
2016-10-20,"BART",NA,NA,NA,NA,7.1510873408,16.51,2.64,3.26
2016-10-21,"BART",NA,NA,NA,NA,6.2703105531,16.83,5.23,36.25
2016-10-22,"BART",NA,NA,NA,NA,5.2364001819,16.15,6.97,15.63
2016-10-23,"BART",NA,NA,NA,NA,5.1127049448,7.82,1.62,0
2016-10-24,"BART",NA,NA,NA,NA,6.0357710655,8.59,1.05,0
2016-10-25,"BART",NA,NA,NA,NA,3.4377008614,5.01,1.08,0
2016-10-26,"BART",NA,NA,NA,NA,6.3192859248,4.94,-2.85,0
2016-10-27,"BART",NA,NA,NA,NA,5.7360694104,5.53,-4.36,27.62
2016-10-28,"BART",NA,NA,NA,NA,4.314719296,5.87,-1.15,19.35
2016-10-29,"BART",NA,NA,NA,NA,4.1737361358,7.73,0.88,9.36
2016-10-30,"BART",NA,NA,NA,NA,6.0057045378,9.48,1.75,0
2016-10-31,"BART",NA,NA,NA,NA,6.615876842,7.71,-1.14,0
2016-11-01,"BART",NA,NA,NA,NA,8.3077362179,8.2,-5.29,0
2016-11-02,"BART",NA,NA,NA,NA,8.7503802424,14.46,-2.48,0.15
2016-11-03,"BART",NA,NA,NA,NA,4.626276963,11.67,2.69,22.18
2016-11-04,"BART",NA,NA,NA,NA,5.964764325,8.4,-0.29,0
2016-11-05,"BART",NA,NA,NA,NA,7.099207326,7.56,-3.67,0
2016-11-06,"BART",NA,NA,NA,NA,6.067828357,6.89,-1.95,0
2016-11-07,"BART",NA,NA,NA,NA,7.7023165059,8.99,-4.77,0
2016-11-08,"BART",NA,NA,NA,NA,8.1995245104,14.93,-3.74,0
2016-11-09,"BART",NA,NA,NA,NA,7.5852899496,12.89,-2.42,0
2016-11-10,"BART",NA,NA,NA,NA,7.3369989761,10.51,-3.74,0
2016-11-11,"BART",NA,NA,NA,NA,6.741926256,9.25,-2.82,0
2016-11-12,"BART",NA,NA,NA,NA,6.2951658488,6.84,-3.89,0
2016-11-13,"BART",NA,NA,NA,NA,7.0385865776,11.62,-2.58,0
2016-11-14,"BART",NA,NA,NA,NA,7.313356323,15.17,-1.81,0
2016-11-15,"BART",NA,NA,NA,NA,5.1981771163,12.68,-1.15,26.68
2016-11-16,"BART",NA,NA,NA,NA,4.5098795912,12.36,1.7,2.63
2016-11-17,"BART",NA,NA,NA,NA,5.1821260803,11.42,2.48,0
2016-11-18,"BART",NA,NA,NA,NA,6.6272523105,14.48,-0.32,0
2016-11-19,"BART",NA,NA,NA,NA,6.7344663804,15.09,-1.37,1.39
2016-11-20,"BART",NA,NA,NA,NA,4.347975175,9.58,-1.37,9.41
2016-11-21,"BART",NA,NA,NA,NA,2.8327155248,1.64,-2.75,0
2016-11-22,"BART",NA,NA,NA,NA,2.6897876015,0.75,-3.42,0
2016-11-23,"BART",NA,NA,NA,NA,3.7699035174,2.47,-3.78,0
2016-11-24,"BART",NA,NA,NA,NA,2.416060913,0.21,-4.95,4.09
2016-11-25,"BART",NA,NA,NA,NA,1.5656254482,0.23,-2.99,4.41
2016-11-26,"BART",NA,NA,NA,NA,2.5108177282,2.63,-1.36,1.16
2016-11-27,"BART",NA,NA,NA,NA,2.8541677471,2.68,-1.96,0
2016-11-28,"BART",NA,NA,NA,NA,4.3233416688,3.23,-4.57,0
2016-11-29,"BART",NA,NA,NA,NA,3.93933384,2.09,-6.36,25.37
2016-11-30,"BART",NA,NA,NA,NA,3.366018423,4.1,-2.89,20.21
2016-12-01,"BART",NA,NA,NA,NA,4.747833745,8.19,0.3,0
2016-12-02,"BART",NA,NA,NA,NA,4.35508486,7.3,0.38,0.63
2016-12-03,"BART",NA,NA,NA,NA,3.1317934175,3.79,-0.79,0
2016-12-04,"BART",NA,NA,NA,NA,4.2757616473,1.84,-4.77,0
2016-12-05,"BART",NA,NA,NA,NA,3.9577799216,-0.23,-8.72,5.33
2016-12-06,"BART",NA,NA,NA,NA,4.9948434162,1.69,-6.55,0.38
2016-12-07,"BART",NA,NA,NA,NA,3.2861896002,0.07,-4.63,0.9
2016-12-08,"BART",NA,NA,NA,NA,4.3641460665,1.96,-4.58,0
2016-12-09,"BART",NA,NA,NA,NA,3.2754500416,-2.04,-6.46,0
2016-12-10,"BART",NA,NA,NA,NA,4.6951629395,-6.01,-12.8,0
2016-12-11,"BART",NA,NA,NA,NA,5.02039134,-3.44,-17.2,10.52
2016-12-12,"BART",NA,NA,NA,NA,4.8090345198,-1.42,-13.29,7.46
2016-12-13,"BART",NA,NA,NA,NA,5.372357781,1.53,-7.03,0.6
2016-12-14,"BART",0.34414,0.39615,0.000313130210902094,0.0308755885099923,5.300106797,0.4,-7.74,0
2016-12-15,"BART",0.3455,0.38048,0.000313130210902094,0.0308755885099923,6.1061134206,-4.93,-15.76,1.81
2016-12-16,"BART",0.34211,0.3783,0.000313130210902094,0.0308755885099923,6.2010057904,-12.36,-23.52,1
2016-12-17,"BART",0.34967,0.31965,0.000313130210902094,0.0308755885099923,5.283203205,-4.79,-22.61,21.16
2016-12-18,"BART",0.34796,0.36272,0.000313130210902094,0.0308755885099923,5.1892429875,2.86,-13.24,5.35
2016-12-19,"BART",0.34269,0.38317,0.000313130210902094,0.0308755885099923,6.3409190652,-5.38,-17.19,0
2016-12-20,"BART",0.34438,0.3874,0.000313130210902094,0.0308755885099923,6.7695278256,-4.94,-22,0
2016-12-21,"BART",0.34394,0.38757,0.000313130210902094,0.0308755885099923,6.7817917152,1.89,-17.5,0
2016-12-22,"BART",0.34783,0.33491,0.000313130210902094,0.0308755885099923,4.1964060958,0.03,-8.97,4.28
2016-12-23,"BART",0.34351,0.3869,0.000313130210902094,0.0308755885099923,5.4427470336,3.58,-5.62,0
2016-12-24,"BART",0.34466,0.36389,0.000313130210902094,0.0308755885099923,5.3991070392,3.99,-5.18,0
2016-12-25,"BART",0.34308,0.38746,0.000313130210902094,0.0308755885099923,5.245750248,2.19,-6.58,0
2016-12-26,"BART",0.34516,0.38291,0.000313130210902094,0.0308755885099923,5.2871327581,2.81,-15.74,5.19
2016-12-27,"BART",0.34554,0.3857,0.000313130210902094,0.0308755885099923,6.783317744,7.86,-11.53,0
